날짜,거래처,품목,수량,단가,공급가액,부가세,참조
2020-08-20,효인,"3M 절단석 01994(new) @ 4""",200,2100,-420000,-42000,외입
2020-08-20,효인,"3M 절단석 65139(큐) @ 5""",200,3200,-640000,-64000,외입
2020-08-20,효인,3M 장갑 수퍼그립200 @ L,100,1550,-155000,-15500,외입
2020-08-20,효인,3M 장갑 수퍼그립200 @ M,100,1550,-155000,-15500,외입
2020-08-20,효인,출금[결제,0,0,-462000,0,출금
2020-08-20,신흥,용접봉 골든브릿지 플럭스 @ 1.2mm,75,1467,-110000,0,반품
2020-08-20,신흥,용접봉 골든브릿지 솔리드 @ 1.2mm,-100,1300,130000,0,외출
2020-08-20,신흥,입금[현금,0,0,20000,0,입금
2020-08-20,부성종합상사,"3M 절단석 01994(new) @ 4""",-150,2200,330000,33000,외출
2020-08-20,부성종합상사,"3M DISC 베벨 RD #320 @ 4""",-10,4000,40000,4000,외출
2020-08-20,부성종합상사,용접봉 골든브릿지 @ 3.2∮,-100,1800,180000,18000,외출
2020-08-20,드림툴텍,"제일 연마석 흑돌 @ 4""*6T",-600,430,258000,25800,외출
2020-08-20,드림툴텍,"페어드 절단석 @ 4""*0.8t",-500,1200,600000,60000,외출
2020-08-20,계룡건재,3M 장갑 수퍼그립200 @ L,-100,1550,155000,15500,외출
2020-08-20,계룡건재,3M 장갑 수퍼그립200 @ M,-100,1550,155000,15500,외출
2020-08-20,경진공구,디월트 임팩드라이버 @ DCF887P2A,2,339000,-678000,0,외입
2020-08-20,경진공구,"3M 절단석 프리미엄 @ 14""",-25,4800,120000,0,외출
2020-08-20,경진공구,출금[결제,0,0,-558000,0,출금
2020-08-20,경진공구,"3M 절단석 보급형 @ 14""",-75,2000,150000,0,외출
2020-08-20,경진공구,입금,0,0,150000,0,입금
2020-08-20,에이엠티인터내셔널,"페어드 절단석 @ 5""",500,1250,-625000,-62500,견적
2020-08-20,대일하이텍주식회사,"아카시 절단석 프리미엄 @ 5""*16MM",-600,1200,720000,72000,외출
2020-08-20,남향건재,"TU-FLEX 옵셋 #24 @ 7""*6T*22MM",-300,2100,630000,63000,외출
2020-08-20,용건재,"티롤릿 절단석 블루 @ 4""",-300,1400,420000,42000,외출
2020-08-20,용건재,"티롤릿 절단석 블루 @ 5""",-300,1700,510000,51000,외출
2020-08-20,용건재,계양 그라인더 @ ACT-100SN,-3,0,0,0,증정
2020-08-20,유영찬,"3M 절단석 프리미엄 @ 14""",-50,4800,240000,0,외출
2020-08-20,유영찬,[택배비-도개건재,-1,7000,7000,0,외출
2020-08-20,유영찬,"다이센 절단석 하드타입 @ 5""",-600,650,390000,0,외출
2020-08-20,유영찬,"티롤릿 절단석 @ 14""",-25,2700,67500,0,외출
2020-08-20,유영찬,택배비[주원금속철물상사,-2,5000,10000,0,외출
2020-08-20,유영찬,"다이센 소프트타입 @ 5""",-600,600,360000,0,외출
2020-08-20,유영찬,"티롤릿 절단석 @ 14""",-50,2700,135000,0,외출
2020-08-20,도개건재,"3M 절단석 프리미엄 @ 14""",-50,5200,260000,0,유출
2020-08-20,주원금속철물상사,"다이센 절단석 하드타입 @ 5""",-600,1500,900000,90000,유출
2020-08-20,주원금속철물상사,"티롤릿 절단석 @ 14""",-25,0,0,0,증정
2020-08-20,대성철강,"티롤릿 절단석 블루 @ 5""",-100,1700,170000,17000,유출
2020-08-20,대성철강,"티롤릿 절단석 실버 @ 5""",-100,1700,170000,17000,유출
2020-08-20,대성철강,"다이센 소프트타입 @ 5""",-550,1000,550000,55000,유출
2020-08-20,대성철강,"티롤릿 절단석 @ 14""",-25,0,0,0,증정
2020-08-20,부성종합상사,입금,0,0,605000,0,입금
2020-08-20,JK인터내셔널,출금[결제,0,0,-2030000,0,출금
2020-08-20,박병찬,디월트 충전햄머드릴 @ DCH333X2,-1,782000,782000,0,외출
2020-08-20,박병찬,보쉬 충전햄머드릴 @ GSB10.8-2-LI,-1,170000,170000,0,외출
2020-08-20,동진건축자재백화점,디월트 충전햄머드릴 @ DCH333X2,-1,0,0,0,찬출
2020-08-20,동진건축자재백화점,보쉬 충전햄머드릴 @ GSB10.8-2-LI,-1,0,0,0,찬출
2020-08-20,용건재,입금,0,0,1023000,0,입금
2020-08-21,재현상사,출금[결제,0,0,-1267300,0,출금
2020-08-21,(주)한국기업,보쉬 충전햄머드릴 @ GSB10.8-2-LI[10.8V(L,1,170425,-170425,-17043,외입
2020-08-21,경진공구,디월트 충전햄머드릴 @ DCH333X2,1,760000,-760000,0,외입
2020-08-21,용산종합건재,입금,0,0,726000,0,입금
2020-08-21,동보건재,"페어드 절단석 @ 5""",-500,1400,700000,0,외출
2020-08-21,동보건재,입금[현금,0,0,700000,0,입금
2020-08-21,그린종합건재철물,"3M 절단석 프리미엄 @ 14""",-25,4800,120000,12000,외출
2020-08-21,영진건재,"페어드 절단석 @ 5""",-200,1500,300000,0,외출
2020-08-21,영진건재,"3M 절단석 01994(new) @ 4""",-50,2200,110000,0,외출
2020-08-21,영진건재,"3M 절단석 65139(큐) @ 5""",-50,3400,170000,0,외출
2020-08-21,영진건재,입금[현금,0,0,580000,0,입금
2020-08-21,동부철물,"3M DISC 베벨 BR #180 @ 4""",-30,3850,115500,11550,외출
2020-08-21,동부철물,"아카시 절단석 프리미엄 @ 5""*16MM",-200,1200,240000,24000,외출
2020-08-21,박병찬,디월트 충전햄머드릴 @ DCD996P2,-1,412000,412000,41200,견적
2020-08-21,박병찬,디월트 충전햄머드릴 @ DCD796P2,-1,366000,366000,36600,견적
2020-08-21,유영찬,디월트 레벨기 레드 @ DW089K-KR,-1,216000,216000,21600,견적
2020-08-21,유영찬,디월트 비트/티타늄 @ DT50050-KR,-1,41000,41000,4100,견적
2020-08-21,유영찬,디월트 각도절단기 @ DCS727T2,-1,1071000,1071000,107100,견적
2020-08-21,유영찬,디월트 LCD 열풍기 @ D26414,-1,79000,79000,7900,견적
2020-08-21,유영찬,디월트 충전그라인더 @ DCG414T2,-1,450000,450000,45000,견적
2020-08-21,유영찬,디월트 오비탈 샌더 @ DWE6423,-1,85000,85000,8500,견적
2020-08-21,유영찬,디월트 컴포넌트 부품함 @ DWST14830,-1,18500,18500,1850,견적
2020-08-21,유영찬,디월트 콤보 SET @ DCK485M3,-1,772000,772000,77200,견적
2020-08-21,유영찬,디월트 배터리 18V 5.0AH @ DCB184,-1,96000,96000,9600,견적
2020-08-21,유영찬,"디월트 고속절단기 @ 14""",-1,0,0,0,견적
2020-08-21,박재환,"레즈본2 절단석 @ 5""",550,600,-330000,0,반품
2020-08-21,박재환,"TU-FLEX 옵셋 #24 @ 4""*6T*16MM",-1,900,0,0,쌤플
2020-08-21,박재환,"TU-WA 옵셋 #24 @ 4""*6T*16MM",-1,500,0,0,쌤플
2020-08-21,박재환,"TU-FLEX 옵셋 #36 @ 4""*3T*16MM",-1,750,0,0,쌤플
2020-08-21,박재환,"TU-FLEX 옵셋 #60 @ 4""*2T*16MM",-1,750,0,0,쌤플
2020-08-21,박재환,"TU-FLEX 옵셋 #80 @ 4""*2T*16MM",-1,750,0,0,쌤플
2020-08-21,신성ENG,"밀워키 컷쇼날(철용) 4187 @ 9"" 14TPI",-40,16000,640000,64000,유출
2020-08-21,강원공구,"티롤릿 절단석 블루 @ 4""",-1,1300,1300,130,견적
2020-08-21,강원공구,"티롤릿 절단석 블루 @ 4""",-1,1600,1600,160,견적
2020-08-21,강원공구,"티롤릿 절단석 @ 14""",-1,3200,3200,320,견적
2020-08-21,강원공구,"티롤릿 절단석 @ 16""",-1,4500,4500,450,견적
2020-08-21,강원공구,"티롤릿 옵셋 #60 @ 4""*2.7T",-1,1350,1350,135,견적
2020-08-21,광신건재,"레즈본2 절단석 @ 4""",-600,600,360000,0,외출
2020-08-21,광신건재,입금[현금,0,0,360000,0,입금
2020-08-21,삼일건재종합상사,"아카시 절단석 프리미엄 @ 5""*16MM",-600,1000,600000,60000,외출
2020-08-21,대성철강,입금,0,0,979000,0,입금
2020-08-21,유영찬,입금[대성철강,0,0,890000,0,입금
2020-08-21,한국레즈본,출금[결제,0,0,-2266000,0,출금
2020-08-22,한국레즈본,"레즈본2 절단석 @ 5""",1200,500,-600000,-60000,외입
2020-08-22,한국레즈본,"레즈본 절단석 @ 7""",400,950,-380000,-38000,외입
2020-08-22,에이엠티인터내셔널,"페어드 절단석 @ 5""",1200,1250,-1500000,-150000,외입
2020-08-22,티롤릿코리아,"티롤릿 절단석 @ 14""",1800,2500,-4500000,-450000,외입
2020-08-22,티롤릿코리아,"티롤릿 절단석 @ 16""",120,3800,-456000,-45600,외입
2020-08-22,(주)건영,"티롤릿 절단석 @ 14""",-500,3300,1650000,0,외출
2020-08-22,(주)건영,"티롤릿 절단석 @ 14""",-50,0,0,0,증정
2020-08-22,(주)건영,"제일 절단석 흑돌 @ 14""",-250,2200,550000,0,외출
2020-08-22,(주)건영,"제일 절단석 흑돌 @ 14""",-25,0,0,0,증정
2020-08-22,(주)건영,입금,0,0,2200000,0,입금
2020-08-22,신성ENG,입금,0,0,704000,0,입금
2020-08-22,유영찬,수당지급,0,0,-252500,0,출금
2020-08-22,유영찬,입금[신성ENG,0,0,640000,0,입금
2020-08-22,박병찬,"레즈본 절단석 @ 7""",-200,1200,240000,0,외출
2020-08-22,박병찬,택배비[가온렌탈공구,-1,6000,6000,0,외출
2020-08-22,가온렌탈공구,"레즈본 절단석 @ 7""",-200,0,0,0,찬출
2020-08-24,효인,"3M 절단석 01994(new) @ 4""",800,2100,-1680000,-168000,외입
2020-08-24,효인,"3M 절단석 65139(큐) @ 5""",200,3200,-640000,-64000,외입
2020-08-24,효인,3M 장갑 수퍼그립200 @ M,100,1550,-155000,-15500,외입
2020-08-24,효인,"3M 황금돌 #80 @ 4""*2.5T",500,1450,-725000,-72500,외입
2020-08-24,효인,"3M 절단석 프리미엄 @ 14""",100,5550,-555000,-55500,외입
2020-08-24,효인,"3M 절단석 보급형 @ 14""",50,0,0,0,보상
2020-08-24,효인,"3M 절단석 65139(큐) @ 5""",500,3200,-1600000,-160000,외입
2020-08-24,경진공구,디월트 충전햄머드릴 @ DCD996P2,1,400000,-400000,0,외입
2020-08-24,경진공구,출금[결제,0,0,-1160000,0,출금
2020-08-24,그린종합건재철물,3M 장갑 수퍼그립200 @ M,-100,1550,155000,15500,외출
2020-08-24,그린종합건재철물,장갑 스마트그립200 @ M,-99,1200,118800,11880,외출
2020-08-24,공영공구,"제일 절단석 흑돌 @ 14""",-250,2100,525000,52500,외출
2020-08-24,공영공구,"제일 절단석 흑돌 @ 14""",-25,0,0,0,증정
2020-08-24,공영공구,3M 방독면 7502,-10,26000,260000,26000,외출
2020-08-24,영진건재,"제일 절단석 흑돌 @ 14""",-250,2200,550000,0,외출
2020-08-24,영진건재,"제일 절단석 흑돌 @ 14""",-25,0,0,0,증정
2020-08-24,올농자재,입금,0,0,317000,0,입금
2020-08-24,올농자재,"티롤릿 절단석 레드 @ 4""",-100,1200,120000,0,외출
2020-08-24,올농자재,"티롤릿 절단석 레드 @ 5""",-100,1500,150000,0,외출
2020-08-24,올농자재,"티롤릿 절단석 실버 @ 4""",-100,1200,120000,0,외출
2020-08-24,올농자재,"티롤릿 절단석 @ 14""",-50,3000,150000,0,외출
2020-08-24,올농자재,"3M 절단석 프리미엄 @ 14""",-25,4800,120000,0,외출
2020-08-24,올농자재,"아카시 절단석 프리미엄 @ 4""*16MM",-100,1000,100000,0,외출
2020-08-24,올농자재,"아카시 절단석 프리미엄 @ 5""*16MM",-100,1000,100000,0,외출
2020-08-24,효인,출금[결제,0,0,-2915000,0,출금
2020-08-24,주덕공구볼트,입금,0,0,1056000,0,입금
2020-08-24,그린종합건재철물,"3M 절단석 프리미엄 @ 14""",-50,4800,240000,24000,외출
2020-08-24,고려건재,"3M 절단석 01994(new) @ 4""",-500,2200,1100000,110000,외출
2020-08-24,문화철물건재,"M3 2 절단석 @ 4""",-250,500,125000,12500,외출
2020-08-24,문화철물건재,"M3 2 절단석 @ 5""",-250,800,200000,20000,외출
2020-08-24,효성툴,"3M 절단석 65139(큐) @ 5""",-500,3300,1650000,0,외출
2020-08-24,박병찬,디월트 충전햄머드릴 @ DCD996P2,-1,412000,412000,0,외출
2020-08-24,동진건축자재백화점,디월트 충전햄머드릴 @ DCD996P2,-1,0,0,0,찬출
2020-08-24,박재환,"다이센 절단석 하드타입 @ 5""",-1200,650,780000,0,외출
2020-08-24,박재환,"TU-FLEX 옵셋 #60 @ 4""*2T*16MM",-400,750,300000,0,외출
2020-08-24,박재환,"레즈본2 절단석 @ 5""",-600,600,360000,0,외출
2020-08-24,주선산업주식회사,"다이센 절단석 하드타입 @ 5""",-600,1200,720000,72000,환출
2020-08-24,주선산업주식회사,"TU-FLEX 옵셋 #60 @ 4""*2T*16MM",-400,1000,400000,40000,환출
2020-08-24,주선산업주식회사,"다이센 절단석 하드타입 @ 5""",-150,0,0,0,증정
2020-08-24,일손철물공구,"로디우스 절단석 @ 5""",-50,1800,90000,9000,외출
2020-08-24,영진건재,입금,0,0,550000,0,입금
2020-08-24,유영찬,"3M 황금돌 #80 @ 4""*2.5T",-500,1500,750000,75000,견적
2020-08-24,유영찬,"3M 황금돌 #80 @ 4""*2.5T",-500,1500,750000,0,외출
2020-08-24,유영찬,택배비[김태환 화물,-1,4000,4000,0,외출
2020-08-24,김태환,"3M 황금돌 #80 @ 4""*2.5T",-500,1500,750000,0,유출
2020-08-24,드림툴텍,입금,0,0,943800,0,입금
2020-08-24,올농자재,입금,0,0,860000,0,입금
2020-08-24,동부철물,입금,0,0,391050,0,입금
2020-08-24,공영공구,입금,0,0,863500,0,입금
2020-08-24,효성툴,입금,0,0,1650000,0,입금
2020-08-24,풍성한상사,입금,0,0,160000,0,입금
2020-08-25,경진공구,디월트 레벨기 레드 @ DW089K-KR,1,210000,-210000,0,외입
2020-08-25,경진공구,디월트 비트/티타늄 @ DT50050-KR,1,40000,-40000,0,외입
2020-08-25,경진공구,디월트 각도절단기 @ DCS727T2,1,1040000,-1040000,0,외입
2020-08-25,경진공구,디월트 LCD 열풍기 @ D26414,1,77000,-77000,0,외입
2020-08-25,경진공구,디월트 충전그라인더 @ DCG414T2,1,437000,-437000,0,외입
2020-08-25,경진공구,디월트 오비탈 샌더 @ DWE6423,1,83000,-83000,0,외입
2020-08-25,경진공구,디월트 컴포넌트 부품함 @ DWST14830,1,18000,-18000,0,외입
2020-08-25,효인,"3M 절단석 01994(new) @ 4""",500,2100,-1050000,-105000,외입
2020-08-25,유영찬,디월트 레벨기 레드 @ DW089K-KR,-1,216000,216000,0,외출
2020-08-25,유영찬,디월트 비트/티타늄 @ DT50050-KR,-1,41000,41000,0,외출
2020-08-25,유영찬,디월트 각도절단기 @ DCS727T2,-1,1071000,1071000,0,외출
2020-08-25,유영찬,디월트 LCD 열풍기 @ D26414,-1,79000,79000,0,외출
2020-08-25,유영찬,디월트 충전그라인더 @ DCG414T2,-1,450000,450000,0,외출
2020-08-25,유영찬,디월트 오비탈 샌더 @ DWE6423,-1,85000,85000,0,외출
2020-08-25,유영찬,디월트 컴포넌트 부품함 @ DWST14830,-1,18500,18500,0,외출
2020-08-25,유영찬,디월트 배터리 18V 5.0AH @ DCB184,-1,96000,96000,0,외출
2020-08-25,유영찬,"밀워키 컷쇼날(철용) 4187 @ 9"" 14TPI",-40,15000,600000,0,외출
2020-08-25,동주상사,"티롤릿 절단석 블루 @ 5""",-600,1400,840000,84000,외출
2020-08-25,동일철물,"제일 절단석 흑돌 @ 14""",-50,2200,110000,0,외출
2020-08-25,동일철물,"티롤릿 절단석 @ 14""",-150,3200,480000,0,외출
2020-08-25,한국레즈본(다이센),출금[결제,0,0,-5000000,0,출금
2020-08-25,대륙상사.,입금,0,0,935000,0,입금
2020-08-25,일손철물공구,입금,0,0,99000,0,입금
2020-08-25,동일철물,입금,0,0,590000,0,입금
2020-08-25,덕수철물점,"다잘라컷팅날 @ 4""",-10,8500,85000,0,외출
2020-08-25,덕수철물점,"다잘라컷팅날 @ 5""",-10,10500,105000,0,외출
2020-08-25,덕수철물점,"3M 절단석 프리미엄 @ 14""",-25,4800,120000,0,외출
2020-08-25,덕수철물점,"제일 절단석 흑돌 @ 14""",-50,2200,110000,0,외출
2020-08-25,대광공구,"M3 2 절단석 @ 4""",-100,500,50000,0,외출
2020-08-25,대광공구,"M3 2 절단석 @ 5""",-100,700,70000,0,외출
2020-08-25,대광공구,입금[현금,0,0,120000,0,입금
2020-08-25,신성공구,"페어드 절단석 @ 5""",-100,1700,170000,0,외출
2020-08-25,신성공구,"M3 2 절단석 @ 4""",-100,600,60000,0,외출
2020-08-25,신성공구,"M3 2 절단석 @ 5""",-150,800,120000,0,외출
2020-08-25,신성공구,"TU-FLEX 옵셋 #80 @ 4""*2T*16MM",-20,0,0,0,증정
2020-08-25,신성공구,입금[현금,0,0,350000,0,입금
2020-08-25,에이엠티인터내셔널,출금[결제,0,0,-2035000,0,출금
2020-08-25,금성공구마트,입금,0,0,704000,0,입금
2020-08-25,한일종합건재,"3M 절단석 01994(new) @ 4""",-200,2100,420000,42000,외출
2020-08-25,한일종합건재,"3M 절단석 프리미엄 @ 14""",-25,4800,120000,12000,외출
2020-08-25,효인,출금[결제,0,0,-1155000,0,출금
2020-08-25,효인,출금[결제,0,0,-158400,0,출금
2020-08-25,효인,출금[결제,0,0,-809600,0,출금
2020-08-25,대광교역,출금[결제,0,0,-3300000,0,출금
2020-08-25,풍성한상사,입금,0,0,80000,0,입금
2020-08-25,박재환,"TU-PLUS 101404 @ 4""*16MM",100,0,0,0,입고
2020-08-25,박재환,"다이센 절단석 하드타입 @ 4""",-50,0,0,0,출고
2020-08-25,박재환,"다이센 절단석 하드타입 @ 5""",-50,0,0,0,출고
2020-08-25,박재환,"티롤릿 절단석 실버 @ 4""",300,1100,-330000,0,반품
2020-08-25,박재환,"다이센 절단석 하드타입 @ 4""",-600,550,330000,0,외출
2020-08-25,예림,디월트 레벨기 레드 @ DW089K-KR,-1,226000,226000,22600,유출
2020-08-25,예림,디월트 비트/티타늄 @ DT50050-KR,-1,45000,45000,4500,유출
2020-08-25,예림,디월트 각도절단기 @ DCS727T2,-1,1121000,1121000,112100,유출
2020-08-25,예림,디월트 LCD 열풍기 @ D26414,-1,85000,85000,8500,유출
2020-08-25,예림,디월트 충전그라인더 @ DCG414T2,-1,470000,470000,47000,유출
2020-08-25,예림,디월트 오비탈 샌더 @ DWE6423,-1,92000,92000,9200,유출
2020-08-25,예림,디월트 컴포넌트 부품함 @ DWST14830,-1,19500,19500,1950,유출
2020-08-25,예림,디월트 배터리 18V 5.0AH @ DCB184,-1,96000,96000,9600,유출
2020-08-25,럭키PVC배관,입금,0,0,594000,0,입금
2020-08-25,김태환,입금,0,0,750000,0,입금
2020-08-25,유영찬,입금[럭키PVC배관,0,0,540000,0,입금
2020-08-25,유영찬,입금,0,0,450000,0,입금
2020-08-25,박병찬,입금,0,0,950000,0,입금
2020-08-26,한국레즈본(다이센),"다이센 절단석 하드타입 @ 4""",6000,350,-2100000,-210000,외입
2020-08-26,ITS,3M 마스크 방진2급 @ 8710L,240,500,-120000,0,외입
2020-08-26,ITS,출금[결제,0,0,-2300000,0,출금
2020-08-26,성진툴코리아,"M3 2 절단석 @ 4""",2000,320,-640000,-64000,외입
2020-08-26,그린종합건재철물,용접봉 골든브릿지 @ 3.2∮,-200,1700,340000,34000,외출
2020-08-26,그린종합건재철물,"M3 2 절단석 @ 5""",-500,800,400000,40000,외출
2020-08-26,용건재,입금,0,0,121000,0,입금
2020-08-26,공영공구,3M 마스크 방진2급 @ 8710L,-240,550,132000,13200,외출
2020-08-26,공영공구,"아카시 절단석 프리미엄 @ 4""*16MM",-600,800,480000,48000,외출
2020-08-26,공영공구,입금,0,0,673200,0,입금
2020-08-26,거산종합상사,"티롤릿 절단석 블루 @ 5""",-100,1600,160000,16000,찬출
2020-08-26,거산종합상사,입금,0,0,176000,0,입금
2020-08-26,박병찬,입금[거산종합상사,0,0,160000,0,입금
2020-08-26,박병찬,제나 먼지커버 @ 드릴콘 HL-101,-2,20000,40000,0,외출
2020-08-26,박병찬,"다이센 소프트타입 @ 4""",-600,500,300000,0,외출
2020-08-26,박병찬,"다이센 소프트타입 @ 5""",-600,600,360000,0,외출
2020-08-26,박병찬,"3M 절단석 01994(new) @ 4""",-100,2100,210000,0,외출
2020-08-26,이가철물,"아카시 절단석 프리미엄 @ 5""*16MM",-100,1000,100000,10000,환출
2020-08-26,부강철물,"레즈본2 절단석 @ 4""",-200,700,140000,0,환출
2020-08-26,부강철물,입금[현금,0,0,140000,0,입금
2020-08-26,현도종합철물,"레즈본2 절단석 @ 4""",-100,700,70000,0,환출
2020-08-26,현도종합철물,"레즈본2 절단석 @ 5""",-100,800,80000,0,환출
2020-08-26,현도종합철물,입금[현금,0,0,150000,0,입금
2020-08-26,박재환,입금,0,0,290000,0,입금
2020-08-26,박재환,수당지급,0,0,-80000,0,출금
2020-08-26,유영찬,아임삭 충전그라인더 @ BL22G806,-1,333500,333500,33350,견적
2020-08-26,경진공구,제나 먼지커버 @ 드릴콘 HL-101,2,20000,-40000,0,외입
2020-08-26,누리엠알오,회전하는 모기채 SIK002 @ 건전지타입,-10,4500,45000,0,외출
2020-08-26,누리엠알오,회전하는 모기채 SIK003 @ 충전식,-2,5500,11000,0,외출
2020-08-26,누리엠알오,입금[현금,0,0,56000,0,입금
2020-08-26,동진건축자재백화점,제나 먼지커버 @ 드릴콘 HL-101,-2,0,0,0,찬출
2020-08-26,풍성한상사,"3M 절단석 65139(큐) @ 5""",-50,3400,170000,0,외출
2020-08-27,(주)한국기업,아임삭 충전그라인더 @ BL22G806,1,323755,-323755,-32376,외입
2020-08-27,경진공구,출금[결제,0,0,-1945000,0,출금
2020-08-27,경진공구,디월트 로타리 햄머 @ DCH133P2,1,390000,-390000,0,외입
2020-08-27,경진공구,디월트 콤보 SET @ DCK485M3,1,750000,-750000,0,외입
2020-08-27,재현상사,바른마스크 덴탈/개별 @ 30EA,27,4000,-108000,0,외입
2020-08-27,재현상사,출금[결제,0,0,-108000,0,출금
2020-08-27,ITS,3M 보호복 4515 @ 2XL-GRAY,40,2700,-108000,0,외입
2020-08-27,ITS,3M 보호복 4515 @ L-GRAY,30,2700,-81000,0,외입
2020-08-27,ITS,3M 보호복 4515 @ XL-GRAY,30,2700,-81000,0,외입
2020-08-27,ITS,3M 필터 2091K,50,2700,-135000,0,외입
2020-08-27,제일연마영업소,"제일 절단석 흑돌 @ 14""",2000,2000,-4000000,0,외입
2020-08-27,제일연마영업소,"제일 절단석 흑돌 @ 14""",200,0,0,0,보상
2020-08-27,그린종합건재철물,바른마스크 덴탈/개별 @ 30EA,-27,6000,162000,16200,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 절단석 @ 14""",-34,2700,91800,9180,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 절단석 @ 16""",-5,4000,20000,2000,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 연마석 @ 4""*6T",-12,1300,15600,1560,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 옵셋 #36 @ 4""*2.7T",-11,1100,12100,1210,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 옵셋 #60 @ 4""*2.7T",-2,1100,2200,220,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 옵셋 #80 @ 4""*2.7T",-5,1100,5500,550,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 절단석 레드 @ 4""",-10,1200,12000,1200,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 절단석 블루 @ 4""",-47,1200,56400,5640,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 절단석 실버 @ 4""",-53,1200,63600,6360,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 절단석 레드 @ 5""",-71,1500,106500,10650,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 절단석 블루 @ 5""",-207,1500,310500,31050,외출
2020-08-27,리오더웨어하우스주식회사,"티롤릿 절단석 실버 @ 5""",-130,1500,195000,19500,외출
2020-08-27,리오더웨어하우스주식회사,입금,0,0,0,0,????
2020-08-27,유재환,"아카시 절단석 프리미엄 @ 5""*16MM",-200,650,130000,0,외출
2020-08-27,유재환,입금[현금,0,0,130000,0,입금
2020-08-27,대신산업,입금,0,0,1584000,0,입금
2020-08-27,태양건설공구,입금,0,0,800000,0,입금
2020-08-27,삼환,"M3 2 절단석 @ 5""",-500,500,250000,0,외출
2020-08-27,삼환,"TU-PLUS 102504 @ 5""*16MM",-100,1300,130000,0,외출
2020-08-27,삼환,"페어드 절단석 @ 4""",-300,950,285000,0,외출
2020-08-27,삼환,"페어드 절단석 @ 5""",-300,1450,435000,0,외출
2020-08-27,삼환,입금[현금,0,0,100000,0,입금
2020-08-27,삼환,입금,0,0,1000000,0,입금
2020-08-27,그린종합건재철물,입금,0,0,2000000,0,입금
2020-08-27,경진공구,"3M 절단석 보급형 @ 14""",-75,2000,150000,0,외출
2020-08-27,신흥,용접봉 골든브릿지 솔리드 @ 1.2mm,-260,1300,338000,0,외출
2020-08-27,신흥,입금[현금,0,0,338000,0,입금
2020-08-27,박병찬,"다이센 소프트타입 @ 4""",-150,500,0,0,쌤플
2020-08-27,박병찬,"다이센 소프트타입 @ 5""",-150,600,0,0,쌤플
2020-08-27,박병찬,"다이센 절단석 하드타입 @ 4""",-150,550,0,0,쌤플
2020-08-27,박병찬,"다이센 절단석 하드타입 @ 5""",-150,650,0,0,쌤플
2020-08-27,박병찬,티롤릿 카달로그,0,0,0,0,????
2020-08-27,신신태양철물상사,입금,0,0,528000,0,입금
2020-08-27,박재환,입금[신신태양철물상사,0,0,480000,0,입금
2020-08-27,유영찬,아임삭 충전그라인더 @ BL22G806,-1,333500,333500,0,외출
2020-08-27,유영찬,"다이센 절단석 하드타입 @ 5""",-1200,650,780000,0,외출
2020-08-27,유영찬,"다이센 소프트타입 @ 4""",-150,500,0,0,쌤플
2020-08-27,유영찬,"다이센 소프트타입 @ 5""",-150,600,0,0,쌤플
2020-08-27,유영찬,"다이센 절단석 하드타입 @ 4""",-150,550,0,0,쌤플
2020-08-27,유영찬,"다이센 절단석 하드타입 @ 5""",-150,650,0,0,쌤플
2020-08-27,유영찬,디월트 로타리 햄머 @ DCH133P2,-1,402000,402000,0,외출
2020-08-27,유영찬,디월트 콤보 SET @ DCK485M3,-1,772000,772000,0,외출
2020-08-27,유영찬,"다이센 소프트타입 @ 4""",-100,500,50000,0,외출
2020-08-27,유영찬,"다이센 소프트타입 @ 5""",-50,600,30000,0,외출
2020-08-27,유영찬,"다이센 절단석 하드타입 @ 4""",-100,550,55000,0,외출
2020-08-27,유영찬,"다이센 절단석 하드타입 @ 5""",-50,650,32500,0,외출
2020-08-27,유영찬,택배비[예림,-2,5500,11000,0,외출
2020-08-27,예림,입금,0,0,2369950,0,입금
2020-08-27,유영찬,입금[예림,0,0,2154500,0,입금
2020-08-27,신성기계공업사,"다이센 절단석 하드타입 @ 5""",-250,1300,325000,0,유출
2020-08-27,신성기계공업사,"다이센 소프트타입 @ 5""",-300,1300,390000,0,유출
2020-08-27,신성기계공업사,"티롤릿 절단석 @ 14""",-25,3200,80000,0,유출
2020-08-27,신성기계공업사,"TU-FLEX 옵셋 #24 @ 4""*6T*16MM",-75,0,0,0,증정
2020-08-27,예림,디월트 콤보 SET @ DCK485M3,-1,822000,822000,82200,유출
2020-08-27,예림,디월트 로타리 햄머 @ DCH133P2,-1,422000,422000,42200,유출
2020-08-27,예림,"다이센 소프트타입 @ 4""",-100,1000,100000,10000,유출
2020-08-27,예림,"다이센 소프트타입 @ 5""",-50,1200,60000,6000,유출
