업체명,지역,업종,전화번호,주소,담당자,메모,영업단계,등록일
철원정비공업사,경기도 수원시 팔달구,공구점,,경기도 수원시 팔달구 월드컵로 349,,S20301 / 우만1동,미방문,
현대전기공구철물,경기도 남양주시,철물점,,경기도 남양주시 별내면 청학로 129,,G21201 / 별내면,미방문,
에이스장식철물공구,경기도 시흥시,철물점,,경기도 시흥시 시흥대로 923,,G21001 / 신현동,미방문,
영현공구철물건재,경기도 포천시,건자재점,,경기도 포천시 신북면 포천로 2161,,G21001 / 신북면,미방문,
미래카공업사,경기도 광주시,공구점,,경기도 광주시 중앙로 307,,S20301 / 송정동,미방문,
대성철물,경기도 고양시 일산서구,철물점,,경기도 고양시 일산서구 일현로 122,,G21001 / 탄현1동,미방문,
태성철물상사,경기도 안산시 단원구,철물점,,경기도 안산시 단원구 황금길 15,,G21001 / 고잔동,미방문,
창성철물건재,경기도 남양주시,건자재점,,경기도 남양주시 오남읍 양지로 57,,G21001 / 오남읍,미방문,
유씨철물,경기도 구리시,철물점,,경기도 구리시 원수택로 1,,G21001 / 수택2동,미방문,
경성종합건재,경기도 수원시 권선구,건자재점,,경기도 수원시 권선구 세지로140번길 51,,G21099 / 권선1동,미방문,
동아철물건재열쇠전기,경기도 평택시 특구,건자재점,,경기도 평택시 특구로19번길 30,,G21001 / 서정동,미방문,
황금철물,경기도 안성시,철물점,,경기도 안성시 삼죽면 서동대로 6320,,G21001 / 삼죽면,미방문,
신한전기철물,경기도 성남시 중원구,철물점,,경기도 성남시 중원구 성남대로 1127,,G21201 / 성남동,미방문,
권선공구철물,경기도 수원시 영통구,철물점,,경기도 수원시 영통구 권선로 794,,G21001 / 매탄3동,미방문,
전진카공업사,경기도 용인시 기흥구,공구점,,경기도 용인시 기흥구 언동로 23,,S20301 / 구성동,미방문,
매화전기철물,경기도 군포시,철물점,,경기도 군포시 곡란로 24,,G21201 / 산본1동,미방문,
통일철물점,경기도 김포시,철물점,,경기도 김포시 양촌읍 황금1로 269,,G21001 / 양촌읍,미방문,
대원철물,경기도 성남시 중원구,철물점,,경기도 성남시 중원구 희망로344번길 28-1,,G21001 / 상대원3동,미방문,
함양철물,경기도 수원시 팔달구,철물점,,경기도 수원시 팔달구 정조로712번길 6,,G21001 / 행궁동,미방문,
황금철물,경기도 안산시 단원구,철물점,,경기도 안산시 단원구 대부황금로 1329,,G21001 / 대부동,미방문,
삼진공업사,경기도 부천시 소사구,공구점,,경기도 부천시 소사구 은성로 15-1,,S20301 / 소사본동,미방문,
현대종합철물건재,경기도 수원시 영통구,건자재점,,경기도 수원시 영통구 매탄로 164,,G21001 / 매탄4동,미방문,
선철물건축,경기도 양주시,철물점,,경기도 양주시 장흥면 일영로 557,,G21001 / 장흥면,미방문,
도암철물,경기도 이천시,철물점,,경기도 이천시 신둔면 원적로397번길 7,,G21001 / 신둔면,미방문,
신성철물설비인테리어,경기도 부천시 소사구,건자재점,,경기도 부천시 소사구 소사로 143-1,,G21001 / 소사본동,미방문,
화성철물,경기도 화성시,철물점,,경기도 화성시 매송면 매송로 11,,G21001 / 매송면,미방문,
양주철물건재,경기도 양주시,건자재점,,경기도 양주시 부흥로 2061-41,,G21001 / 양주2동,미방문,
목화종합철물건재,경기도 이천시,건자재점,,경기도 이천시 백사면 청백리로84번길 4,,G21001 / 백사면,미방문,
정왕철물건재,경기도 시흥시,건자재점,,경기도 시흥시 죽율로 23,,G21001 / 정왕본동,미방문,
모든공업사,경기도 오산시,공구점,,경기도 오산시 가장로534번길 52-29,,S20301 / 초평동,미방문,
대신건재,경기도 여주시,건자재점,,경기도 여주시 대신면 여양로 1499,,G21001 / 대신면,미방문,
중앙건재,경기도 부천시 소사구,건자재점,,경기도 부천시 소사구 은성로 27,,G21001 / 소사본동,미방문,
우리철물점,경기도 화성시,철물점,,경기도 화성시 장안면 수정로 147-2,,G20404 / 장안면,미방문,
평성철물,경기도 안양시 동안구,철물점,,경기도 안양시 동안구 흥안대로145번길 51,,G21001 / 호계1동,미방문,
서울농자재,경기도 성남시 수정구,농자재점,,경기도 성남시 수정구 사송로80번길 8,,G21001 / 시흥동,미방문,
영통철물,경기도 수원시 영통구,철물점,,경기도 수원시 영통구 청명남로4번길 8,,G21001 / 영통3동,미방문,
신성철물,경기도 김포시,철물점,,경기도 김포시 양촌읍 양곡로532번길 22,,G21001 / 양촌읍,미방문,
수원화성동탄하나로열쇠도장명함철물,경기도 수원시 권선구,철물점,,경기도 수원시 권선구 동수원로146번길 137,,G21001 / 곡선동,미방문,
캡틴카공업사,경기도 고양시 일산동구,공구점,,경기도 고양시 일산동구 하늘마을1로 14,,S20301 / 중산2동,미방문,
새한전기철물,경기도 수원시 장안구,철물점,,경기도 수원시 장안구 장안로 6,,G21001 / 영화동,미방문,
한일철물,경기도 용인시 처인구,철물점,,경기도 용인시 처인구 포곡읍 곡현로 172,,G21001 / 포곡읍,미방문,
투바위철물공구포장,경기도 포천시,철물점,,경기도 포천시 송우로 240,,G21002 / 선단동,미방문,
태양철물건재,경기도 남양주시,건자재점,,경기도 남양주시 와부읍 석실로 410,,G21001 / 와부읍,미방문,
정진철물,경기도 이천시,철물점,,경기도 이천시 대월면 대평로 186,,G21001 / 대월면,미방문,
유성철물,경기도 수원시 팔달구,철물점,,경기도 수원시 팔달구 세지로 417-27,,G21001 / 우만1동,미방문,
종합카공업사,경기도 성남시 수정구,공구점,,경기도 성남시 수정구 산성대로 389-1,,S20301 / 단대동,미방문,
대명공업사,경기도 안성시,공구점,,경기도 안성시 원곡면 지문로 513,,S20301 / 원곡면,미방문,
명성골드공업사,경기도 여주시,공구점,,경기도 여주시 주내로 925,,S20301 / 여흥동,미방문,
일동카공업사,경기도 군포시,공구점,,경기도 군포시 당동로21번길 24,,S20301 / 군포2동,미방문,
경용철물,경기도 안양시 만안구,철물점,,경기도 안양시 만안구 병목안로130번길 172,,G21001 / 안양9동,미방문,
이경철물설비,경기도 고양시 일산서구,철물점,,경기도 고양시 일산서구 송포로 35,,G21001 / 송포동,미방문,
중원건재,경기도 용인시 처인구,건자재점,,경기도 용인시 처인구 명지로 240-4,,G21099 / 중앙동,미방문,
퇴촌철물건재,경기도 광주시,건자재점,,경기도 광주시 퇴촌면 광동로 27,,G21001 / 퇴촌면,미방문,
성운철물나라,경기도 양주시,철물점,,경기도 양주시 부흥로 1882,,G21001 / 양주2동,미방문,
우진철물건재상사,경기도 성남시 중원구,건자재점,,경기도 성남시 중원구 금상로 104,,G21001 / 상대원3동,미방문,
차사랑카공업사,경기도 파주시,공구점,,경기도 파주시 중앙로 194,,S20301 / 금촌1동,미방문,
미나리철물,경기도 이천시,철물점,,경기도 이천시 신둔면 경충대로 3152-4,,G21001 / 신둔면,미방문,
성신기계공구,경기도 포천시,공구점,,경기도 포천시 소흘읍 솔모루로 142,,G21001 / 소흘읍,미방문,
에덴철물,경기도 고양시 덕양구,철물점,,경기도 고양시 덕양구 중앙로472번길 15,,G21001 / 행신4동,미방문,
이레공업사,경기도 안성시,공구점,,경기도 안성시 일죽면 금일로 396,,S20301 / 일죽면,미방문,
현대보링공업사,경기도 안성시,공구점,,경기도 안성시 원곡면 용소길 47-66,,S20301 / 원곡면,미방문,
대명철물,경기도 안산시 단원구,철물점,,경기도 안산시 단원구 보화1로 35,,G21001 / 와동,미방문,
가야철물공구건재,경기도 양주시,건자재점,,경기도 양주시 백석읍 꿈나무로 149,,G21001 / 백석읍,미방문,
대원공업사,경기도 파주시,공구점,,경기도 파주시 적성면 감악산로1241번길 55,,S20301 / 적성면,미방문,
정남종합건재,경기도 화성시,건자재점,,경기도 화성시 정남면 가장로 23,,G21001 / 정남면,미방문,
대인철물,경기도 부천시 원미구,철물점,,경기도 부천시 원미구 부일로 123,,G21001 / 상2동,미방문,
진명공업사,경기도 광명시,공구점,,경기도 광명시 광명로 255,,S20301 / 학온동,미방문,
청학철물,경기도 오산시,철물점,,경기도 오산시 청학로5번길 8,,G21001 / 남촌동,미방문,
현대카정비공업사한국타이어,경기도 고양시 일산동구,공구점,,경기도 고양시 일산동구 견달산로225번길 1,,S20301 / 식사동,미방문,
스마트농자재,경기도 여주시,농자재점,,경기도 여주시 흥천면 이여로 1041,,G21001 / 흥천면,미방문,
강원피브이씨종합건재,경기도 성남시 분당구,건자재점,,경기도 성남시 분당구 신수로 787,,G21001 / 구미동,미방문,
태성카공업사,경기도 안산시 상록구,공구점,,경기도 안산시 상록구 반석로 89,,S20301 / 본오3동,미방문,
매화건재,경기도 화성시,건자재점,,경기도 화성시 서신면 매화1길 23,,G21001 / 서신면,미방문,
나루터철물건재,경기도 용인시 수지구,건자재점,,경기도 용인시 수지구 포은대로 319,,G21001 / 풍덕천2동,미방문,
경기철물,경기도 고양시 덕양구,철물점,,경기도 고양시 덕양구 흥도로 134-1,,G21001 / 흥도동,미방문,
용인금속장식철물,경기도 용인시 기흥구,철물점,,경기도 용인시 기흥구 어정로 100,,G21001 / 상하동,미방문,
현대공업사,경기도 포천시,공구점,,경기도 포천시 이동면 성장로 880,,S20301 / 이동면,미방문,
덕절종합철물건재,경기도 화성시,건자재점,,경기도 화성시 정남면 발안로 1189,,G21001 / 정남면,미방문,
에이치엠정비공업사,경기도 안산시 상록구,공구점,,경기도 안산시 상록구 선진안길 29,,S20301 / 사이동,미방문,
타이어테크공업사,경기도 광주시,공구점,,경기도 광주시 경충대로 1457,,S20301 / 쌍령동,미방문,
심곡철물,경기도 부천시 원미구,철물점,,경기도 부천시 원미구 부일로380번길 15,,G21001 / 중동,미방문,
명덕철물,경기도 남양주시,철물점,,경기도 남양주시 와부읍 수레로 13-2,,G21001 / 와부읍,미방문,
가람철물전기,경기도 안양시 동안구,철물점,,경기도 안양시 동안구 평촌대로179번길 40,,G21001 / 범계동,미방문,
동부그린농자재,경기도 양주시,농자재점,,경기도 양주시 독바위로 27,,G22199 / 회천1동,미방문,
한신철물공구,경기도 용인시 처인구,철물점,,경기도 용인시 처인구 중부대로 1511,,G21001 / 동부동,미방문,
천마공업사,경기도 광주시,공구점,,경기도 광주시 순암로 216,,S20301 / 광남1동,미방문,
일동현대공업사,경기도 포천시,공구점,,경기도 포천시 일동면 운악청계로 1689,,S20301 / 일동면,미방문,
일조철물,경기도 평택시,철물점,,경기도 평택시 서재로 14,,G21001 / 동삭동,미방문,
보승철물건재,경기도 남양주시,건자재점,,경기도 남양주시 진접읍 경복대로212번길 22,,G21001 / 진접읍,미방문,
한국종합건재,경기도 여주시,건자재점,,경기도 여주시 가남읍 여주남로 1075,,G21001 / 가남읍,미방문,
마음철물,경기도 수원시 권선구,철물점,,경기도 수원시 권선구 당진로15번길 42,,G21001 / 입북동,미방문,
신광철물건재,경기도 수원시 권선구,건자재점,,경기도 수원시 권선구 하탑로 53,,G21001 / 서둔동,미방문,
패밀리철물,경기도 고양시 일산동구,철물점,,경기도 고양시 일산동구 강송로 149,,G21001 / 마두2동,미방문,
와우건축건재,경기도 화성시,건자재점,,경기도 화성시 봉담읍 효행로 315,,G21001 / 봉담읍,미방문,
대경건재,경기도 화성시,건자재점,,경기도 화성시 효행로 1231,,G21001 / 반월동,미방문,
분당공업사,경기도 성남시 분당구,공구점,,경기도 성남시 분당구 대왕판교로 323,,S20301 / 금곡동,미방문,
인천기계공구상사,경기도 김포시,공구점,,경기도 김포시 대곶면 율마로 159,,G21001 / 대곶면,미방문,
동산철물,경기도 부천시 오정구,철물점,,경기도 부천시 오정구 삼작로 409,,G21001 / 성곡동,미방문,
화전농약농자재,경기도 고양시 덕양구,농자재점,,경기도 고양시 덕양구 화랑로 31,,G22199 / 화전동,미방문,
권일철물,경기도 부천시 원미구,철물점,,경기도 부천시 원미구 중동로254번길 35,,G21001 / 중1동,미방문,
중앙철물,경기도 화성시,철물점,,경기도 화성시 정남면 가장로 408,,G21001 / 정남면,미방문,
현대그린공업사,경기도 포천시,공구점,,경기도 포천시 가산면 시우동길 14,,S20301 / 가산면,미방문,
고촌철물점,경기도 김포시,철물점,,경기도 김포시 고촌읍 은행영사정로23번길 38,,G21001 / 고촌읍,미방문,
영풍종합건재,경기도 안양시 만안구,건자재점,,경기도 안양시 만안구 안양로 397,,G21001 / 안양2동,미방문,
